PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,SiteEnergyUse(kBtu),ElectricityProp,SteamProp,GasProp,Age,BuildingArea,ParkingArea,LargestUsedArea,SecondLargestUsedArea
Hotel,DOWNTOWN,1.0,88434,Hotel,NONE,7226362.5,0.546059929874816,0.277301616131214,0.1766383848028659,89,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,103566,Hotel,Parking,8387933.0,0.38660907281925116,0.0,0.6133909271807488,20,0.8545468590077825,0.1454531409922175,0.8099183129598517,0.1454531409922175
Hotel,DOWNTOWN,1.0,956110,Hotel,NONE,72587024.0,0.6823074052464253,0.29711307629859574,0.020579435795576907,47,0.7942517074395206,0.20574829256047944,0.791219629540534,0.0
Hotel,DOWNTOWN,1.0,61320,Hotel,NONE,6794584.0,0.40751928300540546,0.32591344076399675,0.2665671658485641,90,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,175580,Hotel,Parking,14172606.0,0.3788016826263286,0.0,0.6211982468150177,36,0.6468846110035311,0.3531153889964688,0.7030698257204693,0.38733910468162663
Other,DOWNTOWN,1.0,97288,Police Station,NONE,12086616.0,0.609884023783001,0.0,0.39011597621699906,17,0.6176506866211661,0.382349313378834,0.9130622481703807,0.0
Hotel,DOWNTOWN,1.0,83008,Hotel,NONE,5758795.0,0.4881602835315374,0.0,0.5118397164684626,90,1.0,0.0,0.9800501156515035,0.0
Other,DOWNTOWN,1.0,102761,Other - Entertainment/Public Assembly,NONE,6298131.5,0.5774180802671396,0.36142251078752485,0.061159250168085565,90,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,163984,Hotel,NONE,13723820.0,0.5317702359838588,0.0,0.4682296911501317,112,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,153163,Hotel,NONE,16016644.0,0.386324813113159,0.32698269999632884,0.2866923932379342,47,0.8741275634454797,0.12587243655452035,0.8741275634454797,0.0
Hotel,DOWNTOWN,1.0,333176,Hotel,NONE,26941110.0,0.6712065315794338,0.22268423609866111,0.10610921376290731,18,0.8164303551276202,0.18356964487237976,1.0,0.0
Hotel,DOWNTOWN,1.0,65009,Hotel,NONE,6596057.5,0.2036064725027033,0.2511125016724005,0.5452810258248961,88,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,315952,Hotel,Parking,22325364.0,0.6227975946999117,0.19429642894064347,0.18290586437918774,36,0.8176938269104168,0.18230617308958322,0.9353034638172887,0.18230617308958322
Hotel,DOWNTOWN,1.0,92190,Hotel,Parking,10750010.0,0.3564991102333858,0.4531016715333288,0.19039917172170073,94,0.7266514806378133,0.2733485193621868,0.7309903460245146,0.2733485193621868
Other,DOWNTOWN,1.0,412000,Library,Parking,18588860.0,0.9603223113197904,0.0396775003953981,0.0,12,0.8616504854368932,0.1383495145631068,0.8857111650485436,0.11893203883495146
Other,DOWNTOWN,1.0,103911,Fitness Center/Health Club/Gym,Office,9956396.0,0.44733736986757056,0.4612459669141324,0.09141661299932224,86,1.0,0.0,0.8661258192106707,0.38494480853807583
Hotel,DOWNTOWN,1.0,416281,Hotel,Parking,33556756.0,0.6325187392964922,0.0,0.3674811415024742,33,0.7958110026640659,0.20418899733593415,0.8367641088591601,0.20418899733593415
Mixed Use Property,DOWNTOWN,1.0,57452,Social/Meeting Hall,Restaurant,7606084.5,0.4949709669935957,0.23352381570307298,0.2715051351322747,109,1.0,0.0,0.28618672979182624,0.26987746292557263
Hotel,DOWNTOWN,1.0,104352,Hotel,NONE,10154608.0,0.5818412685157319,0.33786257431109107,0.08029615717317695,100,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,540360,Courthouse,NONE,44984468.0,0.5414720698708719,0.0,0.45852784120954815,100,1.0,0.0,0.9940595158783033,0.0
Other,DOWNTOWN,1.0,385274,Other,NONE,47859812.0,0.3814820877273818,0.0,0.6185178913782612,31,1.0,0.0,1.0,0.0
Hotel,NORTHEAST,1.0,88592,Hotel,Parking,3663534.5,0.6185914176596399,0.0,0.3814084458601386,15,0.6547543796279574,0.34524562037204265,0.6547543796279574,0.34524562037204265
University,DOWNTOWN,1.0,126593,College/University,NONE,11343686.0,0.40969698914444563,0.0,0.590302922700787,88,1.0,0.0,0.9874163658338139,0.0
Other,DOWNTOWN,1.0,67224,Automobile Dealership,NONE,1310236.625,0.9999995229869261,0.0,0.0,86,1.0,0.0,1.0,0.0
Hotel,EAST,1.0,158676,Hotel,Parking,5328051.5,0.10741393922337275,0.0,0.892586154619564,25,0.8090385439511961,0.19096145604880385,0.7101010864907106,0.2646903123345686
Hotel,DOWNTOWN,1.0,171866,Hotel,NONE,11061916.0,0.507209239339731,0.0,0.492790760660269,15,0.7772625184736947,0.22273748152630538,0.7500552756217053,0.0
Hotel,DOWNTOWN,1.0,68410,Hotel,NONE,4456714.5,0.5264750524180986,0.0,0.4735248353916321,38,0.7631925157140769,0.2368074842859231,0.7015640988159626,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,87262,Office,K-12 School,4145920.5,0.3263070288009623,0.0,0.6736928505985583,110,1.0,0.0,0.46919621370126746,0.20802869519378422
Hotel,NORTHEAST,1.0,81871,Hotel,NONE,6668568.5,0.45233081132779845,0.0,0.5476691136935911,22,1.0,0.0,1.0,0.0
Self-Storage Facility,NORTHEAST,1.0,110356,Self-Storage Facility,NONE,318364.8125,0.8834676099765265,0.0,0.1165329789704696,61,1.0,0.0,0.2376400014498532,0.0
Mixed Use Property,GREATER DUWAMISH,1.0,494835,Office,Laboratory,448385312.0,0.3355959238022498,0.0,0.6644040115212337,24,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,3.0,714095,Non-Refrigerated Warehouse,Refrigerated Warehouse,44731160.0,0.9999998435095356,0.0,0.0,55,1.0,0.0,0.8626303222960531,0.3865031963534264
K-12 School,MAGNOLIA / QUEEN ANNE,1.0,54986,K-12 School,NONE,1650279.25,0.7378078588820649,0.0,0.262191989628422,26,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,BALLARD,1.0,94900,Office,Non-Refrigerated Warehouse,6186461.5,0.6937059254308784,0.0,0.30629399374747585,55,1.0,0.0,0.5857323498419389,0.4142676501580611
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,52554,Office,Other - Education,2951331.25,0.5352665852062523,0.0,0.4647333300862111,116,1.0,0.0,0.9709822278037827,0.14935114358564525
K-12 School,NORTHWEST,1.0,175015,K-12 School,NONE,6994740.5,0.3831077078556381,0.0,0.6168922206620817,62,1.0,0.0,1.0,0.0
Self-Storage Facility,DOWNTOWN,1.0,70586,Self-Storage Facility,Vocational School,2158629.0,0.69499158956912,0.0,0.30500841043087995,105,1.0,0.0,0.5445697447085824,0.3994701498880798
Hotel,DOWNTOWN,1.0,332210,Hotel,NONE,16163194.0,0.7550739043285628,0.0,0.2449260338024774,47,0.3800006020288372,0.6199993979711628,1.0,0.0
Large Office,DOWNTOWN,1.0,168115,Office,Retail Store,9536161.0,0.9999998951359986,0.0,0.0,43,1.0,0.0,0.6148291348184278,0.3906611545668144
Other,DOWNTOWN,1.0,57428,Other - Mall,"Personal Services (Health/Beauty, Dry Cleaning, etc)",1247362.0,0.5731607985492584,0.0,0.42683920145074167,96,1.0,0.0,0.9010761301107474,0.09892386988925263
Small and Mid-Sized Office,DOWNTOWN,1.0,59400,Office,Retail Store,5071974.0,0.9999998028381061,0.0,0.0,106,1.0,0.0,0.5883333333333334,0.08405723905723905
Mixed Use Property,DOWNTOWN,1.0,52549,Other - Entertainment/Public Assembly,Restaurant,15026196.0,0.3082921985045317,0.0,0.6917078014954683,90,1.0,0.0,0.44720165940360423,0.44720165940360423
Hotel,DOWNTOWN,1.0,98634,Hotel,Parking,4841347.5,0.8861291200435416,0.0,0.11387077667942655,86,0.8981791268730863,0.10182087312691364,0.8474866678832856,0.10182087312691364
Hotel,DOWNTOWN,1.0,994212,Hotel,Parking,80469216.0,0.5659994127443717,0.1441381757714652,0.2898622996401506,34,0.8524519921304511,0.14754800786954894,1.0,0.0
Hotel,DOWNTOWN,1.0,71150,Hotel,Parking,5348309.0,0.606528156843593,0.0,0.3934716561814211,31,1.0,0.0,0.5810260014054813,0.19297259311314124
Hotel,DOWNTOWN,1.0,122810,Hotel,Other - Entertainment/Public Assembly,5401277.5,0.2394916758118797,0.0,0.7605082316174275,108,1.0,0.0,0.7194853839263904,0.21537334093314878
Hotel,LAKE UNION,1.0,113173,Hotel,Parking,5284343.5,0.5572461366298387,0.0,0.4427537687510284,57,0.6240622763379958,0.3759377236620042,0.6240622763379958,0.3759377236620042
Hotel,LAKE UNION,1.0,150453,Hotel,Restaurant,6715187.0,0.5057355811535852,0.0,0.49426441884641487,16,0.7691305590450174,0.23086944095498263,0.714821239855636,0.019939781858786466
Hotel,LAKE UNION,1.0,116300,Hotel,Parking,5827595.5,0.547130802060644,0.0,0.4528691121406762,19,0.7575236457437661,0.24247635425623387,0.7608770421324161,0.24333619948409285
Hotel,MAGNOLIA / QUEEN ANNE,1.0,155602,Hotel,NONE,6836900.0,0.666813468092264,0.0,0.3331863856426158,18,0.7638590763614863,0.23614092363851363,1.0,0.0
K-12 School,EAST,1.0,56072,K-12 School,NONE,3234787.75,0.17060377454440404,0.0,0.8293959936011258,105,1.0,0.0,1.0,0.0
Hotel,MAGNOLIA / QUEEN ANNE,1.0,122942,Hotel,Parking,5337334.0,0.454108736683895,0.0,0.545891263316105,17,0.6348603406484359,0.36513965935156417,0.6348603406484359,0.36513965935156417
Small and Mid-Sized Office,CENTRAL,1.0,54984,Office,NONE,3375211.0,0.5861055797696796,0.0,0.4138944202303204,54,1.0,0.0,1.0,0.0
Senior Care Community,SOUTHWEST,1.0,217603,Senior Care Community,Parking,42792072.0,0.27633090540696414,0.0,0.7236690945930359,94,1.0,0.0,1.0,0.0
Senior Care Community,NORTHWEST,1.0,93397,Senior Care Community,NONE,16402563.0,0.3462567404862277,0.0,0.6537431985476904,46,1.0,0.0,1.0,0.0
Hotel,LAKE UNION,1.0,84103,Hotel,Parking,3706100.25,0.7589346780352204,0.0,0.24106525450842836,8,0.7534927410437202,0.2465072589562798,0.7534927410437202,0.2465072589562798
Medical Office,EAST,0.0,179014,Medical Office,NONE,16701055.0,0.5919676331824546,0.0,0.40803230694108844,51,1.0,0.0,1.0,0.0
Hotel,EAST,1.0,76631,Hotel,NONE,7258758.5,0.3665560715375777,0.0,0.6334438595801196,108,1.0,0.0,1.0,0.0
Mixed Use Property,EAST,1.0,99780,Medical Office,Parking,15473117.0,0.6556735142634803,0.3443263887941906,0.0,33,0.9063840448987773,0.09361595510122268,0.40262577670875926,0.20914010823812387
Retail Store,LAKE UNION,1.0,58320,Retail Store,NONE,1049748.625,0.34465679819299594,0.0,0.6553426064263719,87,1.0,0.0,1.0,0.0
Large Office,LAKE UNION,1.0,316306,Office,Parking,13795954.0,0.9329612870556107,0.0,0.06703856797434958,6,1.0,0.0,0.8277617244061131,0.47651957281872614
Hotel,LAKE UNION,1.0,282863,Hotel,Parking,19459304.0,0.5642880135897974,0.0,0.4357119350209031,26,0.8417396407448129,0.15826035925518714,0.8335766784627187,0.18219774236998124
Other,MAGNOLIA / QUEEN ANNE,1.0,389000,Other,NONE,23658978.0,0.6094576866338013,0.25754071033837556,0.02910861153850348,54,1.0,0.0,0.9460154241645244,0.0
Other,MAGNOLIA / QUEEN ANNE,1.0,91213,Other,NONE,8141155.5,0.4611280302900491,0.5060866359818333,0.0,54,1.0,0.0,0.7126177189654983,0.0
Other,MAGNOLIA / QUEEN ANNE,1.0,396085,Other,NONE,20955026.0,0.3460900024652797,0.46593547533656127,0.0,78,1.0,0.0,0.7031319035055607,0.0
Large Office,LAKE UNION,1.0,571329,Office,Parking,39605888.0,0.8131669462883903,0.0,0.1868329527165254,6,1.0,0.0,1.0,0.0
Other,MAGNOLIA / QUEEN ANNE,1.0,52000,Other,NONE,2726369.0,0.47438516209654674,0.44101880559821505,0.0,54,1.0,0.0,1.0,0.0
Other,MAGNOLIA / QUEEN ANNE,1.0,60696,Other,NONE,875943.3125,0.9999996432417537,0.0,0.0,88,1.0,0.0,1.0,0.0
Other,MAGNOLIA / QUEEN ANNE,1.0,262048,Other,NONE,20723248.0,0.6520544462914307,0.24789646873887722,0.0,88,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0.0,66240,Office,Data Center,4166306.25,0.9999996999740478,0.0,0.0,30,0.9644927536231884,0.035507246376811595,0.6929347826086957,0.07821557971014492
Large Office,MAGNOLIA / QUEEN ANNE,1.0,920598,Office,Parking,36667044.0,0.7526448273277769,0.0,0.2473550908548832,6,0.6700981318664607,0.3299018681335393,0.7925109548358784,0.20097154241047666
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,76213,Office,Parking,3476212.5,0.8470978111953743,0.0,0.15290204496992058,46,0.6597693306916143,0.3402306693083857,0.6369779433954837,0.28150053140540326
Hotel,MAGNOLIA / QUEEN ANNE,1.0,96910,Hotel,Parking,5155568.5,0.5114879183546878,0.0,0.48851217862782736,14,0.6188835001547828,0.3811164998452172,0.6188835001547828,0.3811164998452172
Hotel,NORTHEAST,2.0,50017,Hotel,Swimming Pool,5448975.0,0.3905883216568254,0.0,0.6094116783431747,54,1.0,0.0,1.0,0.0
K-12 School,EAST,1.0,67743,K-12 School,NONE,2646879.0,0.5054201570982277,0.0,0.49457984290177226,93,1.0,0.0,1.0,0.0
K-12 School,EAST,1.0,194104,K-12 School,NONE,6219841.5,0.30352750950325663,0.0,0.6964725708846439,108,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,SOUTHEAST,1.0,99433,Office,Parking,4897760.0,1.0,0.0,0.0,13,0.6404413021833798,0.35955869781662025,0.6404413021833798,0.35955869781662025
Other,NORTHEAST,1.0,56521,Other,NONE,6357632.0,0.9999998427087318,0.0,0.0,75,1.0,0.0,0.8669344137577184,0.0
Other,NORTHEAST,1.0,206934,Other,Parking,4253577.5,0.4704517550226838,0.0,0.5295481274292052,87,1.0,0.0,0.5757681193037394,0.0
Hotel,NORTHWEST,1.0,51390,Hotel,Parking,3611538.0,0.3871727225353852,0.0,0.6128272774646149,15,1.0,0.0,1.0,0.0
K-12 School,NORTHWEST,1.0,245587,K-12 School,NONE,11765682.0,0.3336832493008055,0.0,0.6663166657062464,57,1.0,0.0,1.0,0.0
Hotel,NORTHWEST,1.0,69138,Hotel,NONE,3242458.0,0.5560253980159496,0.0,0.44397429357604634,14,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,190980,Hotel,Parking,6505995.0,0.6767466006352603,0.0,0.32325324566034863,112,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,284100,Other - Entertainment/Public Assembly,NONE,14641502.0,0.6695365680378966,0.2944462938296904,0.036017001534405416,18,1.0,0.0,0.6678986272439282,0.0
Hospital,BALLARD,4.0,285333,Hospital (General Medical & Surgical),Parking,68090728.0,0.5175037194491444,0.0,0.4824961190016943,62,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,61156,Other,Office,9363374.0,0.741962245660592,0.0,0.258037754339408,10,1.0,0.0,0.6991137419059454,0.47777814114723005
Other,DOWNTOWN,1.0,72820,Museum,NONE,2010454.625,0.6524240754749687,0.0,0.34757561365007184,106,0.8102169733589674,0.1897830266410327,0.7964844822850865,0.0
Hotel,MAGNOLIA / QUEEN ANNE,1.0,162222,Hotel,Parking,7946961.0,0.5281845475270358,0.0,0.4718154524729642,20,0.9124656335145664,0.08753436648543354,0.700903699868082,0.20152630346068967
University,EAST,1.0,63330,College/University,NONE,3059758.0,0.6245801138521413,0.0,0.37541988614785876,101,1.0,0.0,1.0,0.0
University,DELRIDGE,27.0,441071,College/University,NONE,38301744.0,0.6609248654578236,0.0,0.3390750562167613,46,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHEAST,1.0,96300,Office,Data Center,16319835.0,0.8562400293875521,0.0,0.14375984806218936,14,1.0,0.0,0.9584631360332295,0.05133956386292835
Other,GREATER DUWAMISH,1.0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)",NONE,7475577.5,0.5594217971788802,0.0,0.44057813593665507,66,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,54765,Office,Other,4253369.5,0.8391786793975929,0.0,0.16082120304854775,58,1.0,0.0,0.4704647128640555,0.45649593718615905
Other,GREATER DUWAMISH,1.0,89821,Other - Lodging/Residential,Office,1950092.5,0.03459425642629773,0.0,0.9654059999717962,7,1.0,0.0,0.5175070417831019,0.4223733870698389
University,MAGNOLIA / QUEEN ANNE,1.0,52611,College/University,NONE,4116871.5,0.6022225857668864,0.0,0.39777729278166685,36,1.0,0.0,1.0,0.0
Residence Hall,MAGNOLIA / QUEEN ANNE,1.0,139600,Residence Hall/Dormitory,NONE,4448582.5,0.5206822622711841,0.0,0.47931762533346295,15,0.7313753581661891,0.2686246418338109,0.9707736389684813,0.0
K-12 School,NORTH,1.0,236758,K-12 School,Parking,8355988.5,0.5732353509103082,0.0,0.42676446957771663,5,1.0,0.0,1.0,0.0
Other,CENTRAL,3.0,250981,Other,Courthouse,13071700.0,0.6238669798113482,0.3317490838988043,0.044383821538131994,45,1.0,0.0,0.5481092194229842,0.3122029157585634
Other,DOWNTOWN,1.0,299070,Other,NONE,65336980.0,0.46913163112222206,0.0,0.5308682923514371,12,0.7711840037449427,0.22881599625505736,0.8359246999030328,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,64015,Office,Non-Refrigerated Warehouse,3242077.75,0.8196540012033949,0.0,0.18034607590764903,9,1.0,0.0,0.46864016246192297,0.23432008123096149
Retail Store,NORTH,1.0,530039,Retail Store,Restaurant,27717034.0,0.5853631019827014,0.0,0.41463682585950573,65,1.0,0.0,0.9529544052418785,0.047045594758121576
Other,NORTH,1.0,54224,Other/Specialty Hospital,NONE,7265178.0,0.4603916105014908,0.0,0.5396082518556324,52,1.0,0.0,0.8669961640601948,0.0
Retail Store,NORTH,1.0,124342,Retail Store,NONE,8765978.0,0.9871826052951536,0.0,0.012817280627443965,51,1.0,0.0,0.9811648517797688,0.0
Hospital,NORTHEAST,6.0,879000,Hospital (General Medical & Surgical),NONE,253832464.0,0.45558085115542984,0.0,0.5444190858108677,63,1.0,0.0,1.0,0.0
Other,NORTHWEST,1.0,55442,Financial Office,Parking,3191228.25,0.5826424355575318,0.0,0.4173574861027255,20,1.0,0.0,0.5165037336315429,0.2774972042855597
Self-Storage Facility,EAST,1.0,84870,Self-Storage Facility,NONE,1381590.125,0.34933298325362594,0.0,0.6506669262709156,106,1.0,0.0,1.0,0.0
University,NORTHWEST,11.0,694072,College/University,NONE,35891484.0,0.93199913383353,0.0,0.06800075471942035,46,0.8391737456632741,0.16082625433672587,0.9614780599130925,0.0
Warehouse,GREATER DUWAMISH,1.0,114297,Non-Refrigerated Warehouse,NONE,2100097.75,0.43449168020869505,0.0,0.5655084388333829,112,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,234144,Non-Refrigerated Warehouse,NONE,6744317.0,0.19524838467705477,0.0,0.8047516153229453,79,1.0,0.0,1.0,0.0
Retail Store,DELRIDGE,1.0,64984,Retail Store,NONE,2944296.25,0.8877119617293946,0.0,0.1122879533606715,50,1.0,0.0,1.0,0.0
Retail Store,DELRIDGE,1.0,67745,Retail Store,NONE,9230223.0,0.2842945397960591,0.0,0.7157054602039409,51,1.0,0.0,1.0,0.0
K-12 School,DELRIDGE,1.0,367884,K-12 School,NONE,12265516.0,0.6689502504419708,0.0,0.3310497495580292,6,1.0,0.0,1.0,0.0
Other,BALLARD,1.0,56000,Other,NONE,1851260.5,0.4563722933644401,0.0,0.5436274365493133,43,1.0,0.0,1.0,0.0
Self-Storage Facility,SOUTHWEST,1.0,52088,Self-Storage Facility,NONE,1377519.5,0.3802232926648225,0.0,0.6197770703064458,47,1.0,0.0,1.0,0.0
Hotel,LAKE UNION,1.0,123920,Hotel,Parking,9373179.0,0.4352010134448515,0.0,0.5647988798677589,18,0.7579083279535184,0.2420916720464816,1.0,0.0
Other,LAKE UNION,1.0,50000,Museum,NONE,7548807.0,0.503115790349389,0.0,0.4968840771793477,116,1.0,0.0,0.86,0.0
Warehouse,MAGNOLIA / QUEEN ANNE,1.0,50292,Non-Refrigerated Warehouse,Residence Hall/Dormitory,430473.6875,1.0,0.0,0.0,90,1.0,0.0,0.8419828203292771,0.09941939075797343
Hotel,MAGNOLIA / QUEEN ANNE,1.0,207656,Hotel,NONE,11171988.0,0.4950584443878744,0.0,0.5049414661025414,18,0.7383124012790384,0.2616875987209616,0.6818536425626999,0.0
Small and Mid-Sized Office,NORTHWEST,1.0,91130,Office,Distribution Center,9472358.0,0.7489142618976183,0.0,0.25108563253204746,59,1.0,0.0,0.6361022714803028,0.3608142214418962
Hotel,NORTHWEST,1.0,64893,Hotel,NONE,6197825.0,0.42281735931556635,0.0,0.5771826406844337,48,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,44558,Office,Self-Storage Facility,1677002.25,0.7857097389106067,0.0,0.21429011201386283,116,1.0,0.0,0.7723865523587234,0.17218007989586606
Other,GREATER DUWAMISH,1.0,1585960,Other - Entertainment/Public Assembly,Parking,59757440.0,0.8273432396033029,0.0,0.17265662652215355,17,0.7933869706676082,0.20661302933239173,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,179161,Distribution Center,Office,9436408.0,0.9296020265338252,0.0,0.07039776152112118,92,1.0,0.0,0.65570073844196,0.20830984421832877
Warehouse,GREATER DUWAMISH,1.0,58640,Non-Refrigerated Warehouse,Other - Services,3928695.25,0.999999936365642,0.0,0.0,51,1.0,0.0,0.6962994542974079,0.2853854024556617
Other,GREATER DUWAMISH,1.0,1172127,Other - Entertainment/Public Assembly,NONE,58761304.0,0.691311768710919,0.0,0.30868818023507444,17,1.0,0.0,1.0,0.0
Hotel,GREATER DUWAMISH,1.0,168449,Hotel,Parking,12726789.0,0.48969406187216585,0.0,0.5103058595534191,11,0.9135227873124804,0.08647721268751966,0.8014651318796787,0.12229220713687823
Warehouse,GREATER DUWAMISH,0.0,79600,Non-Refrigerated Warehouse,NONE,2411402.25,0.9999998963258826,0.0,0.0,100,1.0,0.0,1.0,0.0
Large Office,GREATER DUWAMISH,14.0,334368,Office,Laboratory,53466684.0,0.8476564209592651,0.0,0.15234346682132,36,0.9046738922384917,0.09532610776150828,0.720714900947459,0.21821167097329888
Other,NORTH,1.0,419848,Parking,Movie Theater,9134963.0,0.7657662105473224,0.0,0.23423367998315922,8,0.20183256797698215,0.7981674320230179,0.7981674320230179,0.15481793410948724
Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,110785,Multifamily Housing,Supermarket/Grocery Store,10557910.0,0.9603752068354438,0.0,0.03962469844884073,14,1.0,0.0,0.5286184952836576,0.4379654285327436
Hotel,DOWNTOWN,1.0,934292,Hotel,Parking,65047284.0,0.6051615314176684,0.0,0.39483834559487524,17,1.0,0.0,0.5303866457167566,0.46961335428324336
Hospital,CENTRAL,6.0,597519,Hospital (General Medical & Surgical),Parking,143423024.0,0.4096617499851349,0.0,0.5903382290977215,26,1.0,0.0,1.0,0.0
Warehouse,LAKE UNION,1.0,75397,Non-Refrigerated Warehouse,Parking,549181.375,0.770931097217199,0.0,0.2290682199482821,25,0.8917596190829874,0.10824038091701262,0.8917596190829874,0.10824038091701262
Hospital,EAST,9.0,1158691,Hospital (General Medical & Surgical),Parking,293090784.0,0.5755336271508285,0.41821523804719835,0.006251063151818516,16,1.0,0.0,1.0,0.0
Senior Care Community,DOWNTOWN,1.0,102796,Senior Care Community,Medical Office,10105379.0,0.7351348227513288,0.0,0.2648649793342734,17,0.8773201291879061,0.12267987081209386,0.5375598272306316,0.3900054476827892
K-12 School,NORTHEAST,1.0,55653,K-12 School,NONE,1377627.0,0.004455487588440122,0.0,0.9955445124115598,88,1.0,0.0,0.9972508220581101,0.0
Hotel,NORTHEAST,1.0,106860,Hotel,NONE,11935719.0,0.2984103429378657,0.0,0.7015895732800009,85,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTH,1.0,50759,Office,Restaurant,3147042.0,0.8129961405027324,0.0,0.18700385949726758,44,1.0,0.0,0.9275005417758427,0.07249945822415729
Worship Facility,NORTHEAST,1.0,56772,Worship Facility,NONE,2439484.75,0.39972088368250713,0.0,0.6002792187981499,64,1.0,0.0,1.0,0.0
Worship Facility,NORTHEAST,1.0,103000,Worship Facility,NONE,4854429.5,0.4817115996843707,0.0,0.5182885033143442,64,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,128766,Other - Entertainment/Public Assembly,Other,6057410.0,0.9463863268294536,0.0,0.05361367317054649,102,1.0,0.0,0.8523523290309554,0.09999534038488421
Residence Hall,DOWNTOWN,1.0,107572,Residence Hall/Dormitory,Office,5572503.0,0.44792367092489677,0.5520762393488169,0.0,103,1.0,0.0,0.5943368162718923,0.2523240248391775
Other,DOWNTOWN,1.0,230880,Other,NONE,62197176.0,0.9999999196104981,0.0,0.0,61,1.0,0.0,0.8792446292446292,0.0
Other,MAGNOLIA / QUEEN ANNE,1.0,76086,Other,NONE,3267564.0,0.4784500012853612,0.0,0.5215499987146388,43,1.0,0.0,1.0,0.0
Medical Office,MAGNOLIA / QUEEN ANNE,1.0,190000,Medical Office,Office,28731502.0,0.652435121560996,0.0,0.34756480882899893,89,0.7947368421052632,0.20526315789473684,0.7723210526315789,0.05160526315789474
Hotel,DOWNTOWN,1.0,122309,Hotel,NONE,25453690.0,0.24839357279828583,0.0,0.751606348627645,55,1.0,0.0,1.0,0.0
Other,DOWNTOWN,4.0,215476,Other,NONE,24017770.0,0.574110460713047,0.0,0.42588949765111417,21,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,254273,Hotel,NONE,26659244.0,0.5162765305722848,0.0,0.48372339440683315,13,0.8474081007421158,0.15259189925788424,1.0,0.0
Other,DOWNTOWN,1.0,69400,Other - Entertainment/Public Assembly,NONE,14833476.0,0.710175416739812,0.0,0.2898244484300241,36,1.0,0.0,1.0,0.0
Mixed Use Property,DOWNTOWN,1.0,62900,Restaurant,Other,10394330.0,0.36442300754353574,0.0,0.6355769924564643,116,1.0,0.0,0.5165977742448331,0.47365659777424485
Small and Mid-Sized Office,DOWNTOWN,1.0,56500,Office,Retail Store,1380293.625,0.6430023177133778,0.3569978181272843,0.0,102,1.0,0.0,0.584070796460177,0.12389380530973451
Warehouse,GREATER DUWAMISH,1.0,203504,Non-Refrigerated Warehouse,Other - Services,3785282.5,0.9999998679094625,0.0,0.0,8,1.0,0.0,0.7831393977513955,0.21686060224860446
Large Office,DOWNTOWN,0.0,100734,Office,NONE,9788717.0,0.999999897841566,0.0,0.0,48,0.7346377588500407,0.2653622411499593,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,77662,Office,Parking,5007401.0,0.8559534177510449,0.0,0.14404638254455754,35,0.7617367567149957,0.23826324328500426,0.7997218717004455,0.22623676959130593
Large Office,DOWNTOWN,1.0,234000,Office,Laboratory,18661606.0,0.9777374466056137,0.0,0.022262392636517993,38,0.9068803418803418,0.09311965811965812,0.7426752136752137,0.12762820512820514
Large Office,DOWNTOWN,1.0,369996,Office,Parking,24755086.0,0.9999999192085214,0.0,0.0,27,1.0,0.0,1.0,0.0
Retail Store,DOWNTOWN,1.0,693450,Retail Store,Office,40062888.0,0.9359551912483194,0.0005299368527800592,0.0635147421224351,91,1.0,0.0,0.5207397793640494,0.4792602206359507
