PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,SiteEnergyUse(kBtu),ElectricityProp,SteamProp,GasProp,Age,BuildingArea,ParkingArea,LargestUsedArea,SecondLargestUsedArea
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,50008,Office,NONE,3202213.0,0.7091461436200528,0.0,0.2908535440959112,78,1.0,0.0,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,291176,Office,Parking,6657348.5,0.9891504102571768,0.0,0.01084936442789498,7,0.65596065609803,0.34403934390196994,0.6685784542682089,0.38189273841250654
Warehouse,GREATER DUWAMISH,1.0,50832,Non-Refrigerated Warehouse,Office,2551022.25,0.24068429822593668,0.0,0.759315995773851,59,1.0,0.0,0.8640226628895185,0.1359773371104816
Refrigerated Warehouse,GREATER DUWAMISH,1.0,76354,Refrigerated Warehouse,NONE,2843033.5,0.9964441150623093,0.0,0.003555709069203722,45,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,98480,Non-Refrigerated Warehouse,NONE,2831565.5,0.8487697000122371,0.0,0.1512301234069987,60,1.0,0.0,1.0,0.0
Mixed Use Property,LAKE UNION,1.0,53002,Retail Store,Parking,3441643.25,0.7480528378413422,0.0,0.25194708951893835,112,1.0,0.0,0.5962416512584431,0.5174710388287235
Mixed Use Property,LAKE UNION,1.0,175918,Office,Parking,22530168.0,0.5347391106892767,0.0,0.4652608449257902,8,0.7088529883241056,0.29114701167589446,0.3793642492524926,0.3309382780613695
Other,LAKE UNION,1.0,169785,Other,Parking,19155416.0,0.6916927828662139,0.0,0.30830716492922944,96,0.624336661071355,0.37566333892864506,0.624336661071355,0.37566333892864506
Large Office,LAKE UNION,1.0,124721,Office,Restaurant,13898181.0,0.5806500865113211,0.0,0.41934991348867884,45,1.0,0.0,0.8626774961714547,0.1250791767224445
Small and Mid-Sized Office,LAKE UNION,1.0,94002,Office,Parking,5662234.0,1.0,0.0,0.0,46,1.0,0.0,0.9989681070615519,0.33348226633475886
Warehouse,GREATER DUWAMISH,1.0,93020,Non-Refrigerated Warehouse,NONE,1252323.875,1.0,0.0,0.0,42,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,23000,Other,Office,711118.375,0.366519849807003,0.0,0.6334810290902693,70,1.0,0.0,0.8830434782608696,0.11693913469565217
Supermarket / Grocery Store,SOUTHEAST,1.0,61053,Supermarket/Grocery Store,Parking,13133225.0,0.6452827846930209,0.0,0.354717139164219,14,1.0,0.0,0.8915859990500057,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,78920,Office,NONE,2830674.75,0.9999997350455047,0.0,0.0,112,1.0,0.0,0.9954891028890015,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,99440,Office,Retail Store,6606832.5,0.7092431963425742,0.0,0.2907567279781953,110,1.0,0.0,0.6545454545454545,0.23991351568785196
Small and Mid-Sized Office,DOWNTOWN,1.0,73260,Office,NONE,2853189.5,0.9999998247575214,0.0,0.0,109,1.0,0.0,0.8718400218400219,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,69817,Office,Retail Store,2178074.5,0.5716622640777439,0.35402149352558876,0.0743160989213179,116,1.0,0.0,0.49625449389117265,0.3729607402208631
Small and Mid-Sized Office,DOWNTOWN,1.0,84750,Office,Enclosed Mall,2094724.625,0.8816633833194184,0.0,0.11833679570172619,116,1.0,0.0,0.49096165191740415,0.3390442477876106
Small and Mid-Sized Office,DOWNTOWN,1.0,75496,Office,Retail Store,3570161.75,1.0,0.0,0.0,116,0.8235668114867013,0.17643318851329873,0.6066414114655081,0.12900021193175798
Large Office,DOWNTOWN,1.0,164380,Office,Retail Store,7655751.0,0.8094194808582463,0.05218799729771775,0.1383924320422647,116,1.0,0.0,0.7519588757756418,0.1265056576225818
Large Office,DOWNTOWN,1.0,160580,Office,NONE,4336187.5,0.6950993240029404,0.0800721616166275,0.22482837746292106,109,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,67755,Other,Office,1904480.0,1.0,0.0,0.0,110,1.0,0.0,0.49659803704523653,0.29082724522175485
Mixed Use Property,GREATER DUWAMISH,1.0,56700,Office,Distribution Center,2371575.0,0.8624715642558215,0.0,0.13752843574417845,106,1.0,0.0,0.46296296296296297,0.318342151675485
Warehouse,GREATER DUWAMISH,1.0,82852,Non-Refrigerated Warehouse,Retail Store,2153603.5,0.4912998144737413,0.0,0.5087004176952721,94,1.0,0.0,0.7057403562979772,0.2810070969922271
Other,GREATER DUWAMISH,1.0,76442,Other,Distribution Center,3978277.0,0.4286787973788653,0.0,0.5713212026211347,63,1.0,0.0,0.6606315899636326,0.2354726459276314
Distribution Center,GREATER DUWAMISH,1.0,92792,Distribution Center,Office,3155496.0,0.6416021443221605,0.0,0.35839785567783955,54,1.0,0.0,0.9197236830761273,0.1447861884645228
Other,GREATER DUWAMISH,2.0,125519,Manufacturing/Industrial Plant,NONE,2244317.0,1.0,0.0,0.0,75,1.0,0.0,1.0,0.0
Large Office,GREATER DUWAMISH,1.0,129000,Office,NONE,4374646.0,0.9999997714100752,0.0,0.0,116,0.8,0.2,0.812937984496124,0.0
Warehouse,GREATER DUWAMISH,1.0,78814,Non-Refrigerated Warehouse,NONE,861972.875,0.7368294506947217,0.0,0.2631706943214425,62,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,58970,Office,Non-Refrigerated Warehouse,1776411.75,0.6487093997210951,0.0,0.35129074101204294,112,1.0,0.0,0.6761064948278785,0.19671019162285908
Distribution Center,GREATER DUWAMISH,1.0,75600,Distribution Center,Office,2688675.75,0.999999721052269,0.0,0.0,106,0.8571428571428571,0.14285714285714285,0.6751322751322751,0.1388888888888889
Distribution Center,GREATER DUWAMISH,1.0,56270,Distribution Center,Non-Refrigerated Warehouse,1056782.125,0.9999998817163944,0.0,0.0,109,1.0,0.0,0.7087968722232095,0.16474142527101476
Small and Mid-Sized Office,DOWNTOWN,1.0,66842,Office,Retail Store,5608600.5,0.6164710786585709,0.0,0.3835288321926299,112,1.0,0.0,0.6451332994225187,0.1572963107028515
Small and Mid-Sized Office,DOWNTOWN,1.0,75288,Office,Parking,2891605.0,0.9998699684085482,0.0,0.00013003159145180617,107,0.8565508447561364,0.14344915524386356,0.870098820529168,0.14501647008819465
Large Office,DOWNTOWN,1.0,184322,Office,Data Center,9722890.0,0.9999998971499214,0.0,0.0,112,1.0,0.0,0.9977973329282451,0.002202667071754864
Large Office,DOWNTOWN,1.0,287853,Office,Retail Store,25567108.0,0.9966939553742253,0.0,0.0033059664002670934,7,1.0,0.0,0.9512216304850045,0.042042292420089424
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,64512,Office,NONE,5968153.5,0.49464863797487785,0.0,0.5053514458031282,102,1.0,0.0,0.9765625,0.0
Mixed Use Property,GREATER DUWAMISH,1.0,286000,Parking,Office,63835192.0,0.9997954733182286,0.0,0.00020447968575076895,7,0.6091818181818182,0.39081818181818184,0.39081818181818184,0.3802342657342657
Warehouse,GREATER DUWAMISH,1.0,144050,Non-Refrigerated Warehouse,NONE,3929371.0,0.6081953065770578,0.0,0.3918046934229423,90,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,60592,Office,NONE,5049446.5,0.9483047300332819,0.0,0.051695170945964077,86,1.0,0.0,0.9965672035912332,0.0
Large Office,GREATER DUWAMISH,0.0,1380959,Office,Retail Store,74130576.0,0.9140701402347123,0.0,0.08592972486818394,104,1.0,0.0,0.7246630783390383,0.2036961271116666
Retail Store,GREATER DUWAMISH,1.0,107930,Retail Store,NONE,7221482.5,0.8496999058018904,0.0,0.15029988648452725,23,1.0,0.0,0.9979060502177337,0.0
Warehouse,GREATER DUWAMISH,1.0,99084,Non-Refrigerated Warehouse,NONE,1618110.375,0.49136821089846855,0.0,0.5086315573497265,90,1.0,0.0,1.0,0.0
Distribution Center,Delridge,1.0,72719,Distribution Center,NONE,2581741.75,0.792269404947261,0.0,0.20773069188659168,63,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,EAST,0.0,76624,Office,NONE,2773647.5,0.8900002613886588,0.0,0.10999955834330065,86,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHEAST,1.0,91706,Office,Parking,8570571.0,0.9999998833216597,0.0,0.0,15,0.6010838985453515,0.39891610145464856,0.580997971779382,0.37839399821167646
Medical Office,LAKE UNION,1.0,129093,Medical Office,Parking,19248732.0,0.6130442254585913,0.0,0.38695572258993477,8,0.6909050064682051,0.3090949935317949,0.690440225263957,0.2916656983724911
Large Office,DELRIDGE,1.0,138106,Office,Parking,8381834.5,0.9999998210415632,0.0,0.0,25,0.8825467394609937,0.11745326053900627,0.8622579757577513,0.11745326053900627
Retail Store,GREATER DUWAMISH,1.0,56572,Retail Store,NONE,2409429.0,0.5458077411702109,0.0,0.45419225882978914,43,1.0,0.0,1.0,0.0
Medical Office,EAST,1.0,225982,Medical Office,NONE,20560622.0,0.6198721517277055,0.38012775099897267,0.0,12,1.0,0.0,0.8858404651697923,0.0
Mixed Use Property,DOWNTOWN,0.0,516407,Parking,Multifamily Housing,39403320.0,0.7469625148337754,0.0,0.25303735827336377,10,1.0,0.0,0.7459155278685223,0.6588524167952797
Large Office,DOWNTOWN,1.0,312512,Office,Data Center,25747022.0,0.995034066464075,0.0,0.004965817017595278,16,1.0,0.0,0.9705611304525906,0.01516101781691583
Large Office,DOWNTOWN,1.0,1592914,Office,Parking,56498868.0,0.975664220387566,0.017458813289852108,0.0068768103460055165,11,1.0,0.0,0.5743134908727024,0.2189622289715578
Small and Mid-Sized Office,DOWNTOWN,1.0,97720,Office,Data Center,2478025.25,0.9999998991132153,0.0,0.0,90,1.0,0.0,0.5309148587801883,0.12278960294719607
Medical Office,EAST,1.0,422503,Medical Office,NONE,17254810.0,0.9423838338411145,0.05761606836006888,0.0,31,0.5110567262244292,0.48894327377557084,0.4672345521806946,0.0
Medical Office,CENTRAL,1.0,94500,Medical Office,NONE,5792926.0,0.9999998273756647,0.0,0.0,29,1.0,0.0,1.0,0.0
Retail Store,DELRIDGE,0.0,94713,Retail Store,NONE,5417598.0,0.772095124075282,0.0,0.22790487592471792,11,1.0,0.0,1.0,0.0
Medical Office,EAST,1.0,302902,Medical Office,Parking,14751117.0,0.9596200748729741,0.0,0.04037978954407317,8,0.6654297429531664,0.33457025704683363,0.6647859703798589,0.28481158922687866
Medical Office,EAST,1.0,319911,Medical Office,Parking,15067340.0,0.7614746863082668,0.23852519754648133,0.0,43,0.5110921475035244,0.48890785249647556,0.5336703020527584,0.21621951105151122
Large Office,DOWNTOWN,1.0,205521,Office,Retail Store,8138616.5,0.5315396050422083,0.2541791654638107,0.21428113734072615,116,1.0,0.0,0.5591594046350494,0.1393677531736416
Small and Mid-Sized Office,DOWNTOWN,1.0,56700,Office,Retail Store,3065954.5,0.9999998369186497,0.0,0.0,116,1.0,0.0,0.8112874779541446,0.18518518518518517
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,72000,Office,NONE,2729167.75,0.9646131132833443,0.0,0.035386611907604434,91,1.0,0.0,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,191146,Office,Parking,5101504.5,0.9999999019896973,0.0,0.0,16,0.50356272168918,0.49643727831082,0.53885511598464,0.41852824542496314
Other,DELRIDGE,1.0,68763,Other - Recreation,Parking,9029489.0,0.40653042492216335,0.0,0.5934694643295982,15,0.8323662434739613,0.1676337565260387,0.7271352326105609,0.1676337565260387
Other,SOUTHEAST,3.0,102133,Strip Mall,Parking,20725996.0,0.5962056540008982,0.0,0.4037942495019298,22,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,362046,Office,Parking,15725581.0,0.98991261435746,0.0,0.010087194870574257,8,1.0,0.0,0.64202615137303,0.27033581368113446
Other,MAGNOLIA / QUEEN ANNE,3.0,81336,Lifestyle Center,NONE,13085297.0,0.7035970983310504,0.0,0.29640282524729855,22,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,538933,Office,Parking,16020642.0,0.9999998751610578,0.0,0.0,15,1.0,0.0,0.6801476250294564,0.22789660310279755
Other,DOWNTOWN,1.0,275982,Parking,Office,5233553.5,0.999999904462618,0.0,0.0,33,0.2857142857142857,0.7142857142857143,0.7139596060612649,0.2857142857142857
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,98668,Office,NONE,4391348.0,1.0,0.0,0.0,34,1.0,0.0,1.0,0.0
Large Office,GREATER DUWAMISH,1.0,158931,Office,Multifamily Housing,8751704.0,0.9070517010173105,0.0,0.09294818471922725,9,0.821425650124897,0.17857434987510304,0.5043509447496083,0.21582951091983313
Large Office,MAGNOLIA / QUEEN ANNE,1.0,105100,Office,NONE,22078064.0,0.7997850717345506,0.0,0.20021488297162288,38,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1.0,57176,Supermarket/Grocery Store,Retail Store,12525174.0,0.0,0.0,0.0,8,1.0,0.0,0.690849307401707,0.2623478382538128
Retail Store,MAGNOLIA / QUEEN ANNE,1.0,50660,Retail Store,NONE,2661488.0,0.6567656889679758,0.0,0.3432343110320242,38,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,61929,Office,NONE,2203026.5,0.6028316046130175,0.0,0.39716816842648056,79,1.0,0.0,0.6439471007121058,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,165111,Office,Parking,25478086.0,0.9999998822517515,0.0,0.0,16,0.66689075833833,0.33310924166167005,0.6339189999454912,0.33310924166167005
Small and Mid-Sized Office,DOWNTOWN,1.0,20565,Office,NONE,802312.5,0.9999993768014334,0.0,0.0,91,1.0,0.0,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,159937,Office,Parking,7857972.5,0.9999999363703551,0.0,0.0,16,0.6500434546102528,0.3499565453897472,0.6655683175250254,0.3142362305157656
Large Office,MAGNOLIA / QUEEN ANNE,1.0,183964,Office,Parking,14856199.0,0.9999999326880314,0.0,0.0,8,0.7458035267769781,0.2541964732230219,0.7254191037376878,0.2541964732230219
Large Office,MAGNOLIA / QUEEN ANNE,1.0,208210,Office,Parking,5514308.5,0.692250170624295,0.0,0.3077497387025046,30,0.6213054128043802,0.3786945871956198,0.5282070986023726,0.3786945871956198
Large Office,DOWNTOWN,1.0,277486,Office,Parking,12729858.0,0.9999998428890566,0.0,0.0,30,0.7106772954311209,0.28932270456887915,0.6437261699689354,0.31577809330921197
Large Office,DOWNTOWN,1.0,187130,Office,Non-Refrigerated Warehouse,10053489.0,0.9999999005320441,0.0,0.0,23,1.0,0.0,0.9179874953241063,0.05119970074279912
Large Office,DOWNTOWN,1.0,251044,Office,Data Center,17186624.0,0.9999999418152163,0.0,0.0,16,0.530492662640812,0.46950733735918804,0.502772422364207,0.05065645862876627
Warehouse,DOWNTOWN,1.0,154330,Non-Refrigerated Warehouse,NONE,1262235.25,0.999999801938664,0.0,0.0,104,1.0,0.0,0.6177023261841509,0.0
Large Office,DOWNTOWN,1.0,108245,Office,Adult Education,4515180.5,0.9410294892972717,0.05897039996518411,0.0,98,0.8642893436186428,0.1357106563813571,0.5917594346159176,0.13507321354335072
Large Office,DOWNTOWN,1.0,167860,Office,Retail Store,6797647.0,0.9999998528902722,0.0,0.0,111,1.0,0.0,0.6575122125580841,0.11796139640176337
Large Office,DOWNTOWN,1.0,112560,Office,Retail Store,4946798.5,0.7224915265903796,0.0,0.27750837233414705,106,1.0,0.0,0.7142857142857143,0.14285714285714285
Retail Store,DOWNTOWN,1.0,86204,Other,Retail Store,3241917.0,0.6896842207866518,0.0,0.31031577921334813,106,1.0,0.0,0.7849983759454318,0.15699967518908636
Warehouse,GREATER DUWAMISH,1.0,145158,Non-Refrigerated Warehouse,Office,8384523.0,0.8422826200130884,0.0,0.1577173799869116,31,1.0,0.0,0.7001543146089089,0.3344218024497444
Large Office,GREATER DUWAMISH,1.0,112896,Office,Parking,10287986.0,0.819323529406047,0.0,0.18067647059395298,65,1.0,0.0,0.9809559240362812,0.5093183106575964
Distribution Center,GREATER DUWAMISH,1.0,110613,Distribution Center,Office,1015060.188,0.9999998147893079,0.0,0.0,56,1.0,0.0,0.899993671629917,0.09999728784139296
Warehouse,GREATER DUWAMISH,1.0,149881,Non-Refrigerated Warehouse,Office,2417401.25,0.2916598971726353,0.0,0.7083399994105241,65,1.0,0.0,0.7979196829484725,0.20208031705152754
Warehouse,GREATER DUWAMISH,1.0,98220,Non-Refrigerated Warehouse,NONE,6468090.0,0.8988110864258227,0.0,0.10118875896903104,65,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,84420,Distribution Center,Office,2848317.25,0.9999999122288783,0.0,0.0,46,1.0,0.0,0.5247571665482114,0.29421937929400616
Distribution Center,GREATER DUWAMISH,1.0,73335,Distribution Center,Parking,5197118.0,0.501593190687608,0.0,0.498406809312392,55,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,56876,Distribution Center,Office,1791715.625,0.5644216001074389,0.0,0.4355780510648837,88,1.0,0.0,0.850974048807933,0.07518109571699838
Warehouse,GREATER DUWAMISH,1.0,61200,Non-Refrigerated Warehouse,NONE,4912143.0,0.3629580816356527,0.0,0.6370419183643473,85,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,111908,Distribution Center,NONE,1555420.25,0.6753853178907758,0.0,0.324614521380958,29,1.0,0.0,0.9748186009936733,0.0
Other,GREATER DUWAMISH,3.0,63644,Other - Public Services,Parking,6858533.5,0.6186032334754944,0.0,0.3813966936226236,30,1.0,0.0,1.0,0.0
Mixed Use Property,GREATER DUWAMISH,3.0,108753,Non-Refrigerated Warehouse,Multifamily Housing,3639670.25,0.9999999313124589,0.0,0.0,86,0.8265794966575635,0.17342050334243653,0.5388816860224546,0.2237915275900435
Supermarket / Grocery Store,NORTHWEST,1.0,141890,Supermarket/Grocery Store,Parking,16865978.0,0.7738549166849381,0.0,0.22614496473314502,46,0.7494890408062583,0.2505109591937416,1.0,0.0
Small and Mid-Sized Office,BALLARD,1.0,92092,Office,NONE,4817062.0,1.0,0.0,0.0,15,0.7713699344134127,0.22863006558658733,0.7609130000434349,0.0
Warehouse,MAGNOLIA / QUEEN ANNE,0.0,56259,Non-Refrigerated Warehouse,Retail Store,2346571.5,0.34846455776011936,0.0,0.6515352291630577,42,1.0,0.0,0.5613679589043531,0.37259816207184626
Other,NORTHEAST,1.0,143439,Other,Parking,25631512.0,0.5501341863874437,0.0,0.4498658136125563,10,1.0,0.0,0.8335947685078674,0.16640523149213254
Large Office,LAKE UNION,1.0,202623,Office,Parking,8873485.0,0.9999998873047061,0.0,0.0,8,0.5614762391238902,0.43852376087610984,0.5192204241374375,0.15788928206570824
Small and Mid-Sized Office,LAKE UNION,1.0,77174,Office,NONE,5481549.0,0.9999998175698147,0.0,0.0,16,0.6656905175318112,0.33430948246818876,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,110524,Office,Other,6859198.0,0.9999998542103611,0.0,0.0,18,1.0,0.0,0.8937515833665086,0.07811877963157324
Mixed Use Property,LAKE UNION,1.0,287224,Parking,Office,21042926.0,0.8272377139947172,0.0,0.17276214343955779,8,0.6391318274238922,0.36086817257610787,0.3394563128429379,0.30655864412444644
Laboratory,LAKE UNION,1.0,115748,Laboratory,NONE,36436388.0,0.46418390867942233,0.0,0.5358160638754862,17,0.841189480595777,0.15881051940422297,0.8411808411376438,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,241875,Office,Parking,8655604.0,0.9806816485597076,0.0,0.01931812037611702,16,0.6498645994832042,0.35013540051679587,0.674240826873385,0.3449095607235142
Large Office,MAGNOLIA / QUEEN ANNE,1.0,102930,Office,Parking,4750799.0,0.8544404846426885,0.0,0.14555930486640248,42,0.8181288254153308,0.1818711745846692,0.8653939570581949,0.14732342368600018
Small and Mid-Sized Office,DOWNTOWN,1.0,76893,Office,Parking,12029600.0,0.6824216931568797,0.0,0.31757822371483674,114,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,150000,Office,Parking,9343428.0,0.8728855191049795,0.0,0.12711437386792085,41,0.8424666666666667,0.15753333333333333,0.84432,0.15942
Large Office,DOWNTOWN,1.0,274362,Office,NONE,16540550.0,0.9574079459268283,0.0,0.04259193315820816,63,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,378002,Office,Parking,17750994.0,0.8497164722155841,0.0,0.15028341511466908,33,0.6923825799863493,0.3076174200136507,0.7149089158258422,0.18942227818900428
Large Office,DOWNTOWN,1.0,169020,Office,Bar/Nightclub,11480494.0,0.6279777682040512,0.25151925082666304,0.1205028285368208,53,1.0,0.0,0.925417110401136,0.06115844278783576
Other,DOWNTOWN,1.0,429405,Data Center,Office,274682208.0,0.9994549592378404,0.0,0.0005448914987606332,35,1.0,0.0,0.5100010479617144,0.49000128084209543
Large Office,DOWNTOWN,1.0,1952220,Office,Parking,92937640.0,0.9452775215725298,0.0,0.05472231702892391,31,0.8363913903146162,0.16360860968538382,0.8610387148989356,0.16359221809017427
Large Office,DOWNTOWN,1.0,383515,Office,Parking,15878689.0,0.9999998740450172,0.0,0.0,35,0.7659074612466266,0.2340925387533734,0.814679999478508,0.22111260315763398
Medical Office,DOWNTOWN,1.0,363934,Medical Office,Parking,22104512.0,0.7239400263620387,0.27551784450161126,0.0005420160372687712,91,0.920672429616359,0.079327570383641,0.7737611764770536,0.07582968340413372
Retail Store,DOWNTOWN,1.0,78920,Retail Store,NONE,8303666.5,0.864358654095754,0.0,0.13564128568988168,87,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,131143,Office,Retail Store,5177270.5,0.94086758650142,0.0,0.2735111097633396,37,0.3353819876013207,0.6646180123986793,0.9169227484501651,0.08275699046079471
Other,DOWNTOWN,1.0,947987,Other - Mall,Other - Entertainment/Public Assembly,46510960.0,0.9999998709981476,0.0,0.0,17,1.0,0.0,0.5925017959107034,0.10548667861479114
Mixed Use Property,EAST,1.0,55520,Office,Performing Arts,3686962.25,0.2641488938488589,0.0,0.7358510383446427,108,1.0,0.0,0.30835734870317005,0.27557636887608067
Large Office,DOWNTOWN,1.0,132998,Office,Retail Store,3775187.5,0.5945418605036173,0.4054581726073208,0.0,108,1.0,0.0,1.0,0.0
Retail Store,DOWNTOWN,1.0,83118,Retail Store,NONE,2443141.5,0.9043352585185918,0.0,0.0956645368268682,76,1.0,0.0,0.5413989749512741,0.0
Retail Store,DOWNTOWN,1.0,77555,Retail Store,NONE,7802205.5,0.9999803260757487,0.0,1.960983980747495e-05,92,1.0,0.0,0.9485268519115466,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,51218,Office,Restaurant,2886141.5,0.9999998267583208,0.0,0.0,107,1.0,0.0,0.8768987465344215,0.13752977468858604
Large Office,DOWNTOWN,1.0,489182,Office,Parking,36378588.0,0.897061810095543,0.0,0.1029380799496671,46,1.0,0.0,0.7593288387553099,0.1337968281743809
Large Office,DOWNTOWN,1.0,216571,Office,Parking,16246106.0,0.5358066726882121,0.4563484936020976,0.007844772156478604,87,0.938495920506439,0.061504079493561,0.843159979868034,0.061504079493561
Large Office,DOWNTOWN,1.0,189175,Office,Other,19036416.0,0.9999998424073103,0.0,0.0,95,1.0,0.0,0.802114444297608,0.06684287035813401
Large Office,DOWNTOWN,1.0,293803,Office,Parking,17074142.0,0.9999998242957099,0.0,0.0,18,0.7464933986378628,0.2535066013621372,0.4951991640657175,0.2403072807289238
Large Office,DOWNTOWN,1.0,122356,Office,Retail Store,4585070.5,0.9534891557283579,0.0,0.04651073522206474,106,1.0,0.0,0.7841217431102684,0.12686750138938835
Small and Mid-Sized Office,DOWNTOWN,1.0,52298,Office,NONE,1968655.125,0.9999999365048766,0.0,0.0,95,1.0,0.0,0.9608398026693181,0.0
Large Office,DOWNTOWN,1.0,116640,Office,Financial Office,6758565.5,0.743044363482162,0.2569555070524951,0.0,105,1.0,0.0,0.7034722222222223,0.05625
Large Office,DOWNTOWN,1.0,1249055,Office,Parking,37980712.0,0.9999998156959248,0.0,0.0,35,0.8389814699913134,0.16101853000868657,0.7875529900604857,0.23763164952704244
Medical Office,EAST,1.0,188339,Medical Office,Parking,8523594.0,0.9237419098094067,0.0,0.0762580901905933,28,0.4726848926669463,0.5273151073330536,0.4347108140109059,0.3557415086625712
University,CENTRAL,1.0,60122,College/University,Parking,690529.5,0.8588032806708475,0.0,0.1411959952471256,100,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,95000,Office,Parking,4052720.0,0.9830020332023924,0.0,0.016997966797607532,106,0.8557894736842105,0.14421052631578948,0.8892736842105263,0.0892
Large Office,DOWNTOWN,1.0,224857,Office,NONE,15272491.0,0.7349821322533436,0.26501773679224955,0.0,45,1.0,0.0,0.911659410202929,0.0
Large Office,DOWNTOWN,1.0,446261,Office,Parking,13568148.0,0.9999998525959475,0.0,0.0,18,0.7203699180524402,0.27963008194755984,0.7695048413372444,0.2559869672680337
Other,GREATER DUWAMISH,1.0,58492,Other,NONE,1594422.5,0.4501981124827328,0.0,0.549801573924101,77,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,62370,Office,Restaurant,4353025.0,0.999999770274694,0.0,0.0,109,1.0,0.0,0.7932178932178933,0.16687510020843355
Warehouse,GREATER DUWAMISH,1.0,73296,Non-Refrigerated Warehouse,Parking,2356376.75,0.47427772320364303,0.0,0.5257223828914456,56,1.0,0.0,1.0,0.0
Other,GREATER DUWAMISH,1.0,99122,Other,Office,14469228.0,0.8822950332941053,0.0,0.11770482848151954,72,1.0,0.0,0.5047920744133492,0.4952079255866508
Other,GREATER DUWAMISH,1.0,66133,Other,Office,6345009.5,0.8438789571552257,0.0,0.15612096404268583,31,1.0,0.0,0.9191628990065475,0.20874601182465638
Warehouse,GREATER DUWAMISH,1.0,115668,Non-Refrigerated Warehouse,Office,3534690.75,0.4690466910011859,0.0,0.5309530968161783,64,1.0,0.0,0.8796901476640039,0.06975135733305668
Other,GREATER DUWAMISH,1.0,141686,Other,NONE,6673138.0,0.9999998501454638,0.0,0.0,46,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,93610,Office,Data Center,6235947.0,0.6218394736196443,0.0,0.3781605263803557,66,1.0,0.0,1.0,0.0
Large Office,GREATER DUWAMISH,1.0,156188,Office,Parking,6843855.0,0.9581560392498087,0.0,0.041843814633711555,43,1.0,0.0,0.9086293441237483,0.0
Warehouse,GREATER DUWAMISH,1.0,115620,Non-Refrigerated Warehouse,NONE,1951856.25,0.9999998719167972,0.0,0.0,50,1.0,0.0,0.4921293893790002,0.0
Large Office,GREATER DUWAMISH,1.0,238148,Office,Parking,10775646.0,0.9999999071981392,0.0,0.0,41,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,71718,Distribution Center,NONE,151754.2969,0.9999980435479848,0.0,0.0,47,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,55450,Non-Refrigerated Warehouse,Office,4345698.0,0.49455737605328304,0.0,0.5054426239467169,47,1.0,0.0,0.6168800721370604,0.3831199278629396
Distribution Center,GREATER DUWAMISH,1.0,54880,Distribution Center,NONE,2763597.0,0.44897573705572846,0.0,0.5510242629442715,37,1.0,0.0,1.0,0.0
Retail Store,DELRIDGE,1.0,102500,Retail Store,Parking,7305474.0,0.6807050439163838,0.0,0.31929481919995883,24,1.0,0.0,0.9704487804878049,0.0
